period_5y,l0_domain,l1,l2,l3_id,l3_label,korea_mass,korea_docs,benchmark_mass,benchmark_docs,benchmark_type,korea_to_benchmark_ratio,gap_strength,is_relative_gap,gap_severity
1992-1996,Technology,AI technology and invention,AI hardware and accelerators,TECHNOLOGY-REF-1770,Processing-in-memory,0.1968028741381374,1,0.589134125636672,0,domain_reference_mean,0.3340544463036398,0.6659455536963602,True,moderate_underrepresentation
1992-1996,Technology,AI technology and invention,AI hardware and accelerators,TECHNOLOGY-REF-1862,Spiking neural computing,1.7335881856994535,8,0.589134125636672,0,domain_reference_mean,2.94260357745527,0.0,False,covered
1992-1996,Technology,AI technology and invention,AI hardware and accelerators,TECHNOLOGY-REF-1880,Systolic array,1.970409841806114,5,0.589134125636672,0,domain_reference_mean,3.344586157993665,0.0,False,covered
1992-1996,Technology,AI technology and invention,AI hardware and accelerators,TECHNOLOGY-REF-1362,adaptive computation system,0.1929418746472737,1,0.589134125636672,0,domain_reference_mean,0.3275007612888884,0.6724992387111116,True,moderate_underrepresentation
1992-1996,Technology,AI technology and invention,AI hardware and accelerators,TECHNOLOGY-REF-1379,analog computing for neural networks,0.1922124406813018,1,0.589134125636672,0,domain_reference_mean,0.3262626154503943,0.6737373845496057,True,moderate_underrepresentation
1992-1996,Technology,AI technology and invention,AI hardware and accelerators,TECHNOLOGY-REF-1384,application-specific integrated circuit,0.2501399073418698,1,0.589134125636672,0,domain_reference_mean,0.42458906462351986,0.5754109353764801,True,moderate_underrepresentation
1992-1996,Technology,AI technology and invention,AI hardware and accelerators,TECHNOLOGY-REF-1386,attention mechanism circuit,2.630096179861392,7,0.589134125636672,0,domain_reference_mean,4.4643419306581,0.0,False,covered
1992-1996,Technology,AI technology and invention,AI hardware and accelerators,TECHNOLOGY-REF-1414,brain-computer interface decoding,0.0,0,0.589134125636672,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Technology,AI technology and invention,AI hardware and accelerators,TECHNOLOGY-REF-1422,chiplet-based AI accelerator,0.6471691617229947,3,0.589134125636672,0,domain_reference_mean,1.098509038198398,0.0,False,covered
1992-1996,Technology,AI technology and invention,AI hardware and accelerators,TECHNOLOGY-REF-1467,dataflow architecture,0.0,0,0.589134125636672,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Technology,AI technology and invention,AI hardware and accelerators,TECHNOLOGY-REF-1542,field-programmable gate array accelerator,0.0,0,0.589134125636672,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Technology,AI technology and invention,AI hardware and accelerators,TECHNOLOGY-REF-1568,graphics processing unit cluster,0.6185970016819049,3,0.589134125636672,0,domain_reference_mean,1.0500104725955106,0.0,False,covered
1992-1996,Technology,AI technology and invention,AI hardware and accelerators,TECHNOLOGY-REF-1574,hardware-software co-design,0.0,0,0.589134125636672,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Technology,AI technology and invention,AI hardware and accelerators,TECHNOLOGY-REF-1578,high-bandwidth memory interface,0.0,0,0.589134125636672,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Technology,AI technology and invention,AI hardware and accelerators,TECHNOLOGY-REF-1579,homomorphic encryption for ML,0.0,0,0.589134125636672,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Technology,AI technology and invention,AI hardware and accelerators,TECHNOLOGY-REF-1599,in-memory computing,1.321884538026342,6,0.589134125636672,0,domain_reference_mean,2.2437751956700747,0.0,False,covered
1992-1996,Technology,AI technology and invention,AI hardware and accelerators,TECHNOLOGY-REF-1641,low-power inference circuit,0.331902719945533,1,0.589134125636672,0,domain_reference_mean,0.5633737811179224,0.43662621888207764,False,covered
1992-1996,Technology,AI technology and invention,AI hardware and accelerators,TECHNOLOGY-REF-1657,memristor-based computing,1.7987469411710568,6,0.589134125636672,0,domain_reference_mean,3.0532044621030345,0.0,False,covered
1992-1996,Technology,AI technology and invention,AI hardware and accelerators,TECHNOLOGY-REF-1663,mixed-signal AI circuit,0.6532324682400407,3,0.589134125636672,0,domain_reference_mean,1.1088009331221447,0.0,False,covered
1992-1996,Technology,AI technology and invention,AI hardware and accelerators,TECHNOLOGY-REF-1716,neural processing unit,0.7950518049793611,4,0.589134125636672,0,domain_reference_mean,1.3495259744462362,0.0,False,covered
1992-1996,Technology,AI technology and invention,AI hardware and accelerators,TECHNOLOGY-REF-1721,neuromorphic chip,0.0,0,0.589134125636672,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Technology,AI technology and invention,AI hardware and accelerators,TECHNOLOGY-REF-1723,neuromorphic learning system,0.4042765950573457,2,0.589134125636672,0,domain_reference_mean,0.6862216555872529,0.3137783444127471,False,covered
1992-1996,Technology,AI technology and invention,AI hardware and accelerators,TECHNOLOGY-REF-1771,processing-in-memory architecture,0.7266807762328918,3,0.589134125636672,0,domain_reference_mean,1.2334725567757163,0.0,False,covered
1992-1996,Technology,AI technology and invention,AI hardware and accelerators,TECHNOLOGY-REF-1784,quantum machine learning processor,0.5859029021434072,3,0.589134125636672,0,domain_reference_mean,0.9945153007563892,0.0054846992436108355,False,covered
1992-1996,Technology,AI technology and invention,AI hardware and accelerators,TECHNOLOGY-REF-1823,secure multi-party computation,0.0,0,0.589134125636672,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Technology,AI technology and invention,AI hardware and accelerators,TECHNOLOGY-REF-1851,sparsity-aware accelerator,0.2040401297135812,1,0.589134125636672,0,domain_reference_mean,0.34633900980201554,0.6536609901979844,True,moderate_underrepresentation
1992-1996,Technology,AI technology and invention,AI hardware and accelerators,TECHNOLOGY-REF-1863,spiking neural network hardware,0.0,0,0.589134125636672,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Technology,AI technology and invention,AI hardware and accelerators,TECHNOLOGY-REF-1864,split computing architecture,0.2017958851754664,1,0.589134125636672,0,domain_reference_mean,0.3425296148943798,0.6574703851056203,True,moderate_underrepresentation
1992-1996,Technology,AI technology and invention,AI hardware and accelerators,TECHNOLOGY-REF-1881,systolic array architecture,0.0,0,0.589134125636672,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Technology,AI technology and invention,AI hardware and accelerators,TECHNOLOGY-REF-1885,tensor processing unit,3.535308004603088,9,0.589134125636672,0,domain_reference_mean,6.0008542210697975,0.0,False,covered
1992-1996,Technology,AI technology and invention,AI hardware and accelerators,TECHNOLOGY-REF-1931,wafer-scale AI engine,0.0,0,0.589134125636672,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Technology,AI technology and invention,AI security and threat detection,TECHNOLOGY-REF-1373,AI-based intrusion detection,1.0,1,0.589134125636672,0,domain_reference_mean,1.6974063400576378,0.0,False,covered
1992-1996,Technology,AI technology and invention,AI security and threat detection,TECHNOLOGY-REF-1364,Adversarial attack,0.0,0,0.589134125636672,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Technology,AI technology and invention,AI security and threat detection,TECHNOLOGY-REF-1366,Adversarial robustness,0.0,0,0.589134125636672,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Technology,AI technology and invention,AI security and threat detection,TECHNOLOGY-REF-1381,Anomaly detection,0.0,0,0.589134125636672,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Technology,AI technology and invention,AI security and threat detection,TECHNOLOGY-REF-1465,Data poisoning,0.0,0,0.589134125636672,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Technology,AI technology and invention,AI security and threat detection,TECHNOLOGY-REF-1632,LiDAR-based detection system,0.1968914716583324,1,0.589134125636672,0,domain_reference_mean,0.3342048322961321,0.6657951677038678,True,moderate_underrepresentation
1992-1996,Technology,AI technology and invention,AI security and threat detection,TECHNOLOGY-REF-1767,Privacy-preserving learning,0.0,0,0.589134125636672,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Technology,AI technology and invention,AI security and threat detection,TECHNOLOGY-REF-1365,adversarial attack detection,0.0,0,0.589134125636672,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Technology,AI technology and invention,AI security and threat detection,TECHNOLOGY-REF-1367,adversarial robustness method,0.0,0,0.589134125636672,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Technology,AI technology and invention,AI security and threat detection,TECHNOLOGY-REF-1368,adversarial training method,0.0,0,0.589134125636672,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Technology,AI technology and invention,AI security and threat detection,TECHNOLOGY-REF-1378,always-on keyword detection,0.0,0,0.589134125636672,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Technology,AI technology and invention,AI security and threat detection,TECHNOLOGY-REF-1380,anomaly-based threat detection,0.1988355082128462,1,0.589134125636672,0,domain_reference_mean,0.3375046522690677,0.6624953477309323,True,moderate_underrepresentation
1992-1996,Technology,AI technology and invention,AI security and threat detection,TECHNOLOGY-REF-1411,bias detection and mitigation system,0.1954085143756787,1,0.589134125636672,0,domain_reference_mean,0.3316876512025211,0.6683123487974789,True,moderate_underrepresentation
1992-1996,Technology,AI technology and invention,AI security and threat detection,TECHNOLOGY-REF-1434,confidential computing for inference,0.1988464104547773,1,0.589134125636672,0,domain_reference_mean,0.33752315780364234,0.6624768421963576,True,moderate_underrepresentation
1992-1996,Technology,AI technology and invention,AI security and threat detection,TECHNOLOGY-REF-1466,data poisoning defense,0.0,0,0.589134125636672,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Technology,AI technology and invention,AI security and threat detection,TECHNOLOGY-REF-1473,deepfake detection system,0.0,0,0.589134125636672,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Technology,AI technology and invention,AI security and threat detection,TECHNOLOGY-REF-1481,differential privacy mechanism,0.20017418250115,1,0.589134125636672,0,domain_reference_mean,0.33977692649330665,0.6602230735066934,True,moderate_underrepresentation
1992-1996,Technology,AI technology and invention,AI security and threat detection,TECHNOLOGY-REF-1539,federated learning with privacy,0.0,0,0.589134125636672,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Technology,AI technology and invention,AI security and threat detection,TECHNOLOGY-REF-1547,fraud detection system,2.0,2,0.589134125636672,0,domain_reference_mean,3.3948126801152756,0.0,False,covered
1992-1996,Technology,AI technology and invention,AI security and threat detection,TECHNOLOGY-REF-1550,generative adversarial network system,0.0,0,0.589134125636672,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Technology,AI technology and invention,AI security and threat detection,TECHNOLOGY-REF-1569,grasp detection method,0.5940917654741126,3,0.589134125636672,0,domain_reference_mean,1.008415129291794,0.0,False,covered
1992-1996,Technology,AI technology and invention,AI security and threat detection,TECHNOLOGY-REF-1601,industrial defect detection,0.1955099525971625,1,0.589134125636672,0,domain_reference_mean,0.3318598330827919,0.6681401669172081,True,moderate_underrepresentation
1992-1996,Technology,AI technology and invention,AI security and threat detection,TECHNOLOGY-REF-1648,malware detection engine,0.0,0,0.589134125636672,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Technology,AI technology and invention,AI security and threat detection,TECHNOLOGY-REF-1673,model extraction defense,0.0,0,0.589134125636672,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Technology,AI technology and invention,AI security and threat detection,TECHNOLOGY-REF-1685,model watermarking method,0.0,0,0.589134125636672,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Technology,AI technology and invention,AI security and threat detection,TECHNOLOGY-REF-1878,synthetic identity detection,0.0,0,0.589134125636672,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Technology,AI technology and invention,AI security and threat detection,TECHNOLOGY-REF-1908,trusted execution environment for AI,0.0,0,0.589134125636672,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Technology,AI technology and invention,Agentic and multimodal AI systems,TECHNOLOGY-REF-1374,AI-driven scientific discovery system,0.591490299437213,3,0.589134125636672,0,domain_reference_mean,1.003999384347316,0.0,False,covered
1992-1996,Technology,AI technology and invention,Agentic and multimodal AI systems,TECHNOLOGY-REF-1701,Multimodal fusion,0.0,0,0.589134125636672,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Technology,AI technology and invention,Agentic and multimodal AI systems,TECHNOLOGY-REF-1703,Multimodal learning,1.6038142663052837,8,0.589134125636672,0,domain_reference_mean,2.7223245039014774,0.0,False,covered
1992-1996,Technology,AI technology and invention,Agentic and multimodal AI systems,TECHNOLOGY-REF-1369,agentic AI system,0.1995422460767175,1,0.589134125636672,0,domain_reference_mean,0.3387042735999616,0.6612957264000384,True,moderate_underrepresentation
1992-1996,Technology,AI technology and invention,Agentic and multimodal AI systems,TECHNOLOGY-REF-1395,autonomous AI agent framework,0.2497629401883787,1,0.589134125636672,0,domain_reference_mean,0.42394919818719057,0.5760508018128094,True,moderate_underrepresentation
1992-1996,Technology,AI technology and invention,Agentic and multimodal AI systems,TECHNOLOGY-REF-1449,conversational agent framework,0.0,0,0.589134125636672,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Technology,AI technology and invention,Agentic and multimodal AI systems,TECHNOLOGY-REF-1455,cross-attention fusion,0.2003069914412744,1,0.589134125636672,0,domain_reference_mean,0.34000235723029015,0.6599976427697098,True,moderate_underrepresentation
1992-1996,Technology,AI technology and invention,Agentic and multimodal AI systems,TECHNOLOGY-REF-1458,cross-modal retrieval system,0.0,0,0.589134125636672,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Technology,AI technology and invention,Agentic and multimodal AI systems,TECHNOLOGY-REF-1512,embodied AI system,0.0,0,0.589134125636672,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Technology,AI technology and invention,Agentic and multimodal AI systems,TECHNOLOGY-REF-1627,latent diffusion model,0.0,0,0.589134125636672,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Technology,AI technology and invention,Agentic and multimodal AI systems,TECHNOLOGY-REF-1664,mixture-of-agents framework,0.0,0,0.589134125636672,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Technology,AI technology and invention,Agentic and multimodal AI systems,TECHNOLOGY-REF-1693,multi-agent coordination system,0.0,0,0.589134125636672,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Technology,AI technology and invention,Agentic and multimodal AI systems,TECHNOLOGY-REF-1694,multi-agent orchestration system,0.0,0,0.589134125636672,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Technology,AI technology and invention,Agentic and multimodal AI systems,TECHNOLOGY-REF-1700,multimodal embedding alignment,0.0,0,0.589134125636672,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Technology,AI technology and invention,Agentic and multimodal AI systems,TECHNOLOGY-REF-1702,multimodal fusion architecture,0.0,0,0.589134125636672,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Technology,AI technology and invention,Agentic and multimodal AI systems,TECHNOLOGY-REF-1787,radar signal processing with AI,0.1994663731350389,1,0.589134125636672,0,domain_reference_mean,0.3385754863877175,0.6614245136122825,True,moderate_underrepresentation
1992-1996,Technology,AI technology and invention,Agentic and multimodal AI systems,TECHNOLOGY-REF-1797,reinforcement learning agent,0.0,0,0.589134125636672,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Technology,AI technology and invention,Agentic and multimodal AI systems,TECHNOLOGY-REF-1805,retrieval-augmented agent,0.0,0,0.589134125636672,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Technology,AI technology and invention,Agentic and multimodal AI systems,TECHNOLOGY-REF-1838,sensor fusion for autonomous navigation,0.2005097179707847,1,0.589134125636672,0,domain_reference_mean,0.34034646652677886,0.6596535334732212,True,moderate_underrepresentation
1992-1996,Technology,AI technology and invention,Agentic and multimodal AI systems,TECHNOLOGY-REF-1839,sensor fusion system,0.3898766996420539,2,0.589134125636672,0,domain_reference_mean,0.6617791818131696,0.33822081818683036,False,covered
1992-1996,Technology,AI technology and invention,Agentic and multimodal AI systems,TECHNOLOGY-REF-1907,transformer-based model,0.2044517219651559,1,0.589134125636672,0,domain_reference_mean,0.347037649099357,0.652962350900643,True,moderate_underrepresentation
1992-1996,Technology,AI technology and invention,Computational science and modeling,TECHNOLOGY-REF-1777,Protein structure prediction,0.0,0,0.589134125636672,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Technology,AI technology and invention,Computer vision and image understanding,TECHNOLOGY-REF-1351,3D reconstruction,0.1992911995604885,1,0.589134125636672,0,domain_reference_mean,0.3382781456516651,0.661721854348335,True,moderate_underrepresentation
1992-1996,Technology,AI technology and invention,Computer vision and image understanding,TECHNOLOGY-REF-1352,3D reconstruction method,0.0,0,0.589134125636672,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Technology,AI technology and invention,Computer vision and image understanding,TECHNOLOGY-REF-1357,Acoustic scene classification,0.0,0,0.589134125636672,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Technology,AI technology and invention,Computer vision and image understanding,TECHNOLOGY-REF-1430,Computer vision,1.5745804096520644,8,0.589134125636672,0,domain_reference_mean,2.6727027702739665,0.0,False,covered
1992-1996,Technology,AI technology and invention,Computer vision and image understanding,TECHNOLOGY-REF-1437,Content-based image retrieval,0.995873645019316,5,0.589134125636672,0,domain_reference_mean,1.6904022389520963,0.0,False,covered
1992-1996,Technology,AI technology and invention,Computer vision and image understanding,TECHNOLOGY-REF-1444,Contrastive language-image pretraining,0.0,0,0.589134125636672,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Technology,AI technology and invention,Computer vision and image understanding,TECHNOLOGY-REF-1476,Depth estimation,0.0,0,0.589134125636672,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Technology,AI technology and invention,Computer vision and image understanding,TECHNOLOGY-REF-1491,Document layout understanding,0.0,0,0.589134125636672,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Technology,AI technology and invention,Computer vision and image understanding,TECHNOLOGY-REF-1528,Face recognition,1.004247734651504,5,0.589134125636672,0,domain_reference_mean,1.704616471785983,0.0,False,covered
1992-1996,Technology,AI technology and invention,Computer vision and image understanding,TECHNOLOGY-REF-1529,Facial expression recognition,0.9935438311529782,5,0.589134125636672,0,domain_reference_mean,1.6864475981242204,0.0,False,covered
1992-1996,Technology,AI technology and invention,Computer vision and image understanding,TECHNOLOGY-REF-1530,Facial landmark detection,0.5924254816228212,3,0.589134125636672,0,domain_reference_mean,1.0055867685182762,0.0,False,covered
1992-1996,Technology,AI technology and invention,Computer vision and image understanding,TECHNOLOGY-REF-1557,Gesture recognition,3.6057588945400414,18,0.589134125636672,0,domain_reference_mean,6.120438008311486,0.0,False,covered
1992-1996,Technology,AI technology and invention,Computer vision and image understanding,TECHNOLOGY-REF-1571,Handwriting recognition,0.4045130694611623,2,0.589134125636672,0,domain_reference_mean,0.6866230487395525,0.3133769512604475,False,covered
1992-1996,Technology,AI technology and invention,Computer vision and image understanding,TECHNOLOGY-REF-1580,Human action recognition,0.0,0,0.589134125636672,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Technology,AI technology and invention,Computer vision and image understanding,TECHNOLOGY-REF-1585,Image classification,0.0,0,0.589134125636672,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Technology,AI technology and invention,Computer vision and image understanding,TECHNOLOGY-REF-1590,Image recognition,1.0052145931562348,5,0.589134125636672,0,domain_reference_mean,1.706257623541852,0.0,False,covered
1992-1996,Technology,AI technology and invention,Computer vision and image understanding,TECHNOLOGY-REF-1591,Image registration,1.609409006151196,8,0.589134125636672,0,domain_reference_mean,2.731821050786902,0.0,False,covered
1992-1996,Technology,AI technology and invention,Computer vision and image understanding,TECHNOLOGY-REF-1592,Image retrieval,0.4043681008141685,2,0.589134125636672,0,domain_reference_mean,0.6863769780390357,0.31362302196096425,False,covered
1992-1996,Technology,AI technology and invention,Computer vision and image understanding,TECHNOLOGY-REF-1604,Instance segmentation,1.568245362954087,8,0.589134125636672,0,domain_reference_mean,2.6619496218442587,0.0,False,covered
1992-1996,Technology,AI technology and invention,Computer vision and image understanding,TECHNOLOGY-REF-1611,Iris recognition,0.0,0,0.589134125636672,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Technology,AI technology and invention,Computer vision and image understanding,TECHNOLOGY-REF-1633,LiDAR perception,1.3772832765589422,7,0.589134125636672,0,domain_reference_mean,2.3378093656865055,0.0,False,covered
1992-1996,Technology,AI technology and invention,Computer vision and image understanding,TECHNOLOGY-REF-1655,Medical image diagnosis,0.4018716764560422,2,0.589134125636672,0,domain_reference_mean,0.6821395315060778,0.31786046849392224,False,covered
1992-1996,Technology,AI technology and invention,Computer vision and image understanding,TECHNOLOGY-REF-1656,Medical image segmentation,2.2146663983446997,11,0.589134125636672,0,domain_reference_mean,3.759188785662907,0.0,False,covered
1992-1996,Technology,AI technology and invention,Computer vision and image understanding,TECHNOLOGY-REF-1726,Object detection,2.7829705910238913,14,0.589134125636672,0,domain_reference_mean,4.723831925397905,0.0,False,covered
1992-1996,Technology,AI technology and invention,Computer vision and image understanding,TECHNOLOGY-REF-1728,Object recognition,0.5999702286041625,3,0.589134125636672,0,domain_reference_mean,1.0183932698785358,0.0,False,covered
1992-1996,Technology,AI technology and invention,Computer vision and image understanding,TECHNOLOGY-REF-1729,Object tracking,0.6528503210894155,3,0.589134125636672,0,domain_reference_mean,1.1081522741258385,0.0,False,covered
1992-1996,Technology,AI technology and invention,Computer vision and image understanding,TECHNOLOGY-REF-1740,Optical character recognition,1.009597534078053,5,0.589134125636672,0,domain_reference_mean,1.7136972552506442,0.0,False,covered
1992-1996,Technology,AI technology and invention,Computer vision and image understanding,TECHNOLOGY-REF-1742,Optical flow,0.2009317553088948,1,0.589134125636672,0,domain_reference_mean,0.3410628353802279,0.6589371646197721,True,moderate_underrepresentation
1992-1996,Technology,AI technology and invention,Computer vision and image understanding,TECHNOLOGY-REF-1747,Panoptic segmentation,1.964617526486208,10,0.589134125636672,0,domain_reference_mean,3.3347542452460437,0.0,False,covered
1992-1996,Technology,AI technology and invention,Computer vision and image understanding,TECHNOLOGY-REF-1758,Point cloud processing,0.198727948183678,1,0.589134125636672,0,domain_reference_mean,0.3373220791936208,0.6626779208063792,True,moderate_underrepresentation
1992-1996,Technology,AI technology and invention,Computer vision and image understanding,TECHNOLOGY-REF-1760,Pose estimation,0.8102557493763212,4,0.589134125636672,0,domain_reference_mean,1.37533324605952,0.0,False,covered
1992-1996,Technology,AI technology and invention,Computer vision and image understanding,TECHNOLOGY-REF-1801,Remote sensing image analysis,0.1989804004224842,1,0.589134125636672,0,domain_reference_mean,0.33775059322433215,0.6622494067756679,True,moderate_underrepresentation
1992-1996,Technology,AI technology and invention,Computer vision and image understanding,TECHNOLOGY-REF-1811,Robot perception,2.9691520839441017,15,0.589134125636672,0,domain_reference_mean,5.039857571882066,0.0,False,covered
1992-1996,Technology,AI technology and invention,Computer vision and image understanding,TECHNOLOGY-REF-1818,Scene graph generation,0.0,0,0.589134125636672,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Technology,AI technology and invention,Computer vision and image understanding,TECHNOLOGY-REF-1819,Scene understanding,0.2022694080247313,1,0.589134125636672,0,domain_reference_mean,0.34333337558088417,0.6566666244191158,True,moderate_underrepresentation
1992-1996,Technology,AI technology and invention,Computer vision and image understanding,TECHNOLOGY-REF-1832,Semantic segmentation,1.767538881093588,9,0.589134125636672,0,domain_reference_mean,3.0002317030666394,0.0,False,covered
1992-1996,Technology,AI technology and invention,Computer vision and image understanding,TECHNOLOGY-REF-1837,Sensor fusion,1.2056304140659748,6,0.589134125636672,0,domain_reference_mean,2.046444708601901,0.0,False,covered
1992-1996,Technology,AI technology and invention,Computer vision and image understanding,TECHNOLOGY-REF-1867,Stereo vision,0.5945147107856986,3,0.589134125636672,0,domain_reference_mean,1.0091330393451778,0.0,False,covered
1992-1996,Technology,AI technology and invention,Computer vision and image understanding,TECHNOLOGY-REF-1914,Video summarisation,0.3871209717737732,2,0.589134125636672,0,domain_reference_mean,0.6571015918580765,0.3428984081419235,False,covered
1992-1996,Technology,AI technology and invention,Computer vision and image understanding,TECHNOLOGY-REF-1915,Video understanding,2.017567542508848,7,0.589134125636672,0,domain_reference_mean,3.4246319381490267,0.0,False,covered
1992-1996,Technology,AI technology and invention,Computer vision and image understanding,TECHNOLOGY-REF-1920,Vision transformer,0.9853590016227082,5,0.589134125636672,0,domain_reference_mean,1.6725546165872491,0.0,False,covered
1992-1996,Technology,AI technology and invention,Computer vision and image understanding,TECHNOLOGY-REF-1918,Vision-language learning,0.0,0,0.589134125636672,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Technology,AI technology and invention,Computer vision and image understanding,TECHNOLOGY-REF-1927,Visual SLAM,0.2001255730633712,1,0.589134125636672,0,domain_reference_mean,0.3396944165254343,0.6603055834745657,True,moderate_underrepresentation
1992-1996,Technology,AI technology and invention,Computer vision and image understanding,TECHNOLOGY-REF-1921,Visual defect detection,1.7828656710152222,9,0.589134125636672,0,domain_reference_mean,3.026247493452353,0.0,False,covered
1992-1996,Technology,AI technology and invention,Computer vision and image understanding,TECHNOLOGY-REF-1923,Visual odometry,1.673401324035256,8,0.589134125636672,0,domain_reference_mean,2.8404420168782893,0.0,False,covered
1992-1996,Technology,AI technology and invention,Computer vision and image understanding,TECHNOLOGY-REF-1925,Visual relationship detection,0.1995793169958609,1,0.589134125636672,0,domain_reference_mean,0.33876719801314736,0.6612328019868526,True,moderate_underrepresentation
1992-1996,Technology,AI technology and invention,Computer vision and image understanding,TECHNOLOGY-REF-1382,anomaly detection in imaging,0.0,0,0.589134125636672,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Technology,AI technology and invention,Computer vision and image understanding,TECHNOLOGY-REF-1447,contrastive pretraining objective,0.0,0,0.589134125636672,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Technology,AI technology and invention,Computer vision and image understanding,TECHNOLOGY-REF-1477,depth estimation module,0.3938440277286763,2,0.589134125636672,0,domain_reference_mean,0.6685133496604914,0.33148665033950864,False,covered
1992-1996,Technology,AI technology and invention,Computer vision and image understanding,TECHNOLOGY-REF-1531,facial recognition system,0.5933304249039187,3,0.589134125636672,0,domain_reference_mean,1.0071228249810038,0.0,False,covered
1992-1996,Technology,AI technology and invention,Computer vision and image understanding,TECHNOLOGY-REF-1586,image classification system,0.3902997223228024,2,0.589134125636672,0,domain_reference_mean,0.6624972231934604,0.3375027768065396,False,covered
1992-1996,Technology,AI technology and invention,Computer vision and image understanding,TECHNOLOGY-REF-1587,image denoising system,0.0,0,0.589134125636672,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Technology,AI technology and invention,Computer vision and image understanding,TECHNOLOGY-REF-1589,image inpainting technique,0.3930077370897629,2,0.589134125636672,0,domain_reference_mean,0.6670938246278688,0.3329061753721312,False,covered
1992-1996,Technology,AI technology and invention,Computer vision and image understanding,TECHNOLOGY-REF-1593,image segmentation method,3.513731124354794,17,0.589134125636672,0,domain_reference_mean,5.964229487737679,0.0,False,covered
1992-1996,Technology,AI technology and invention,Computer vision and image understanding,TECHNOLOGY-REF-1594,image super-resolution method,0.7850561202461532,4,0.589134125636672,0,domain_reference_mean,1.3325592358068719,0.0,False,covered
1992-1996,Technology,AI technology and invention,Computer vision and image understanding,TECHNOLOGY-REF-1605,instance segmentation module,0.0,0,0.589134125636672,0,domain_reference_mean,0.0,1.0,True,absolute_gap
