period_5y,l0_domain,l1,l2,l3_id,l3_label,korea_mass,korea_docs,benchmark_mass,benchmark_docs,benchmark_type,korea_to_benchmark_ratio,gap_strength,is_relative_gap,gap_severity
1992-1996,Policy,AI policy and governance,AI cybersecurity and resilience,POLICY-REF-0035,AI security,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,AI cybersecurity and resilience,POLICY-REF-0105,Critical infrastructure protection,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,AI cybersecurity and resilience,POLICY-REF-0107,Cyber-Physical Systems Security,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,AI cybersecurity and resilience,POLICY-REF-0160,Dual-use AI,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,AI cybersecurity and resilience,POLICY-REF-0177,Epistemic Security,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,AI cybersecurity and resilience,POLICY-REF-0237,Harm Reduction Models,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,AI cybersecurity and resilience,POLICY-REF-0246,Human-Command-In,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,AI cybersecurity and resilience,POLICY-REF-0313,National Security and AI,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,AI cybersecurity and resilience,POLICY-REF-0337,Privacy-enhancing technologies,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,AI cybersecurity and resilience,POLICY-REF-0366,Reliability and robustness,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,AI cybersecurity and resilience,POLICY-REF-0385,Safe-by-Design,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,AI cybersecurity and resilience,POLICY-REF-0388,Safety Engineering,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,AI cybersecurity and resilience,POLICY-REF-0391,Sandboxing,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,AI cybersecurity and resilience,POLICY-REF-0449,Threat modelling,0.0,0,0.2613859830926033,1,global_policy_benchmark,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,AI cybersecurity and resilience,POLICY-REF-0469,Weaponized AI,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,AI cybersecurity and resilience,POLICY-REF-0475,Zero-trust architecture in AI,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,"AI economy, labor, and industrial policy",POLICY-REF-0010,AI arms race,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,"AI economy, labor, and industrial policy",POLICY-REF-0021,AI for public services,0.2008404128301485,1,0.2008404128301485,1,global_policy_benchmark,1.0,0.0,False,covered
1992-1996,Policy,AI policy and governance,"AI economy, labor, and industrial policy",POLICY-REF-0026,AI investment,0.1956776408470403,1,0.1956776408470403,1,global_policy_benchmark,1.0,0.0,False,covered
1992-1996,Policy,AI policy and governance,"AI economy, labor, and industrial policy",POLICY-REF-0006,administrative use of AI,0.2083248125578524,1,0.2083248125578524,1,global_policy_benchmark,1.0,0.0,False,covered
1992-1996,Policy,AI policy and governance,"AI economy, labor, and industrial policy",POLICY-REF-0061,automation,0.802934758094084,4,0.802934758094084,4,global_policy_benchmark,1.0,0.0,False,covered
1992-1996,Policy,AI policy and governance,"AI economy, labor, and industrial policy",POLICY-REF-0090,competition policy,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,"AI economy, labor, and industrial policy",POLICY-REF-0094,compute access,0.1945110065828641,1,0.1945110065828641,1,global_policy_benchmark,1.0,0.0,False,covered
1992-1996,Policy,AI policy and governance,"AI economy, labor, and industrial policy",POLICY-REF-0142,digital divide,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,"AI economy, labor, and industrial policy",POLICY-REF-0146,digital literacy,0.0,0,0.4934729362408034,1,global_policy_benchmark,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,"AI economy, labor, and industrial policy",POLICY-REF-0166,economic competitiveness,0.0,0,1.0,1,global_policy_benchmark,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,"AI economy, labor, and industrial policy",POLICY-REF-0174,environmental impact of AI,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,"AI economy, labor, and industrial policy",POLICY-REF-0218,future of work,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,"AI economy, labor, and industrial policy",POLICY-REF-0261,industrial policy,0.0,0,2.0,2,global_policy_benchmark,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,"AI economy, labor, and industrial policy",POLICY-REF-0265,innovation policy,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,"AI economy, labor, and industrial policy",POLICY-REF-0281,job displacement,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,"AI economy, labor, and industrial policy",POLICY-REF-0282,labor market disruption,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,"AI economy, labor, and industrial policy",POLICY-REF-0297,market concentration,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,"AI economy, labor, and industrial policy",POLICY-REF-0339,procurement policy,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,"AI economy, labor, and industrial policy",POLICY-REF-0342,productivity growth,0.5968748343894763,3,0.5968748343894763,3,global_policy_benchmark,1.0,0.0,False,covered
1992-1996,Policy,AI policy and governance,"AI economy, labor, and industrial policy",POLICY-REF-0368,reskilling and upskilling,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,"AI economy, labor, and industrial policy",POLICY-REF-0398,semiconductor supply chain,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Science,AI science and research,AI innovation and economic institutions,SCIENCE-REF-1213,skill-biased technological change,0.0,0,0.25377738797698374,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,"AI economy, labor, and industrial policy",POLICY-REF-0405,social scoring,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,"AI economy, labor, and industrial policy",POLICY-REF-0426,sustainability and AI,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,"AI economy, labor, and industrial policy",POLICY-REF-0437,techno-nationalism,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,"AI economy, labor, and industrial policy",POLICY-REF-0443,technology transfer,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,"AI economy, labor, and industrial policy",POLICY-REF-0474,workforce transition,0.0,0,1.0,1,global_policy_benchmark,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,AI ethics and human-centered governance,POLICY-REF-0009,AI and the public interest,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,AI ethics and human-centered governance,POLICY-REF-0018,AI ethics,0.0,0,0.1971418119712588,1,global_policy_benchmark,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,AI ethics and human-centered governance,POLICY-REF-0045,algorithmic impact assessment,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,AI ethics and human-centered governance,POLICY-REF-0058,automated decision-making,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,AI ethics and human-centered governance,POLICY-REF-0067,beneficence,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,AI ethics and human-centered governance,POLICY-REF-0138,democratic oversight,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,AI ethics and human-centered governance,POLICY-REF-0151,dignity and autonomy,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,AI ethics and human-centered governance,POLICY-REF-0169,election integrity,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,AI ethics and human-centered governance,POLICY-REF-0185,ethical impact assessment,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,AI ethics and human-centered governance,POLICY-REF-0186,ethical principles,0.0,0,0.2088377682497788,1,global_policy_benchmark,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,AI ethics and human-centered governance,POLICY-REF-0251,human oversight,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,AI ethics and human-centered governance,POLICY-REF-0254,human rights impact assessment,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,AI ethics and human-centered governance,POLICY-REF-0244,human-centered AI,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,AI ethics and human-centered governance,POLICY-REF-0249,human-in-the-loop,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,AI ethics and human-centered governance,POLICY-REF-0250,human-on-the-loop,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,AI ethics and human-centered governance,POLICY-REF-0289,legal personhood,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,AI ethics and human-centered governance,POLICY-REF-0298,meaningful human control,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,AI ethics and human-centered governance,POLICY-REF-0309,moral responsibility,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,AI ethics and human-centered governance,POLICY-REF-0319,non-maleficence,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,AI ethics and human-centered governance,POLICY-REF-0369,responsibility attribution,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,AI ethics and human-centered governance,POLICY-REF-0370,responsible AI,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,AI ethics and human-centered governance,POLICY-REF-0423,surveillance,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,AI ethics and human-centered governance,POLICY-REF-0459,trustworthy AI,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,AI ethics and human-centered governance,POLICY-REF-0464,value alignment,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,AI ethics and human-centered governance,POLICY-REF-0466,value-sensitive design,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,AI safety and risk management,POLICY-REF-0033,AI safety,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,AI safety and risk management,POLICY-REF-0053,Artificial General Intelligence Risk,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,AI safety and risk management,POLICY-REF-0007,adversarial robustness,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,AI safety and risk management,POLICY-REF-0072,capability evaluation,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,AI safety and risk management,POLICY-REF-0076,catastrophic risk,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,AI safety and risk management,POLICY-REF-0112,dangerous capabilities,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,AI safety and risk management,POLICY-REF-0162,dual-use technology,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,AI safety and risk management,POLICY-REF-0195,existential risk,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,AI safety and risk management,POLICY-REF-0203,fail-safe design,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,AI safety and risk management,POLICY-REF-0214,frontier model safety,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,AI safety and risk management,POLICY-REF-0238,high-risk AI systems,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,AI safety and risk management,POLICY-REF-0257,incident reporting,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,AI safety and risk management,POLICY-REF-0301,misuse potential,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,AI safety and risk management,POLICY-REF-0303,model evaluation,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,AI safety and risk management,POLICY-REF-0332,precautionary ethics,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,AI safety and risk management,POLICY-REF-0333,precautionary principle,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,AI safety and risk management,POLICY-REF-0357,red-teaming,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,AI safety and risk management,POLICY-REF-0378,risk assessment,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,AI safety and risk management,POLICY-REF-0380,risk mitigation,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,AI safety and risk management,POLICY-REF-0381,risk tiering,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,AI safety and risk management,POLICY-REF-0382,robustness testing,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,AI safety and risk management,POLICY-REF-0387,safety case,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,AI safety and risk management,POLICY-REF-0389,safety guardrails,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,AI safety and risk management,POLICY-REF-0433,systemic risk,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,AI safety and risk management,POLICY-REF-0461,unacceptable risk,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,AI security and critical infrastructure,POLICY-REF-0063,Autonomous weapons governance,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,AI security and critical infrastructure,POLICY-REF-0066,Benchmark governance,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,AI security and critical infrastructure,POLICY-REF-0073,Capability thresholds,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,AI security and critical infrastructure,POLICY-REF-0092,Computational infrastructure policy,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,AI security and critical infrastructure,POLICY-REF-0108,Cyber resilience,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,AI security and critical infrastructure,POLICY-REF-0111,Cybersecurity by design,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,AI security and critical infrastructure,POLICY-REF-0114,Data access governance,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,AI security and critical infrastructure,POLICY-REF-0156,Disinformation resilience,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,AI security and critical infrastructure,POLICY-REF-0173,Environmental impact assessment,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,AI security and critical infrastructure,POLICY-REF-0175,Environmental sustainability,0.0,0,0.694344550137642,2,global_policy_benchmark,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,AI security and critical infrastructure,POLICY-REF-0187,Ethical procurement,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,AI security and critical infrastructure,POLICY-REF-0190,Evaluation benchmarks,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,AI security and critical infrastructure,POLICY-REF-0210,Foundation model governance,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,AI security and critical infrastructure,POLICY-REF-0236,Harm prevention,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,AI security and critical infrastructure,POLICY-REF-0296,Machine translation evaluation,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,AI security and critical infrastructure,POLICY-REF-0367,Research security,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,AI security and critical infrastructure,POLICY-REF-0395,Security incident response,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,AI security and critical infrastructure,POLICY-REF-0396,Security testing,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,AI security and critical infrastructure,POLICY-REF-0427,Sustainability by design,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,AI security and critical infrastructure,POLICY-REF-0444,"Test, evaluation, verification and validation",0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,"AI, rights, and biometrics",POLICY-REF-0062,Autonomous agents,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,"AI, rights, and biometrics",POLICY-REF-0065,Behavioural manipulation,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,"AI, rights, and biometrics",POLICY-REF-0069,Biometric categorisation,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,"AI, rights, and biometrics",POLICY-REF-0070,Biometric identification,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,"AI, rights, and biometrics",POLICY-REF-0081,Civil liberties,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,"AI, rights, and biometrics",POLICY-REF-0083,Civil rights safeguards,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,"AI, rights, and biometrics",POLICY-REF-0115,Data altruism,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,"AI, rights, and biometrics",POLICY-REF-0136,Democratic accountability,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,"AI, rights, and biometrics",POLICY-REF-0137,Democratic integrity,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,"AI, rights, and biometrics",POLICY-REF-0144,Digital identity,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,"AI, rights, and biometrics",POLICY-REF-0148,Digital rights,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,"AI, rights, and biometrics",POLICY-REF-0157,Distributional impacts,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,"AI, rights, and biometrics",POLICY-REF-0158,Diversity and inclusion,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,"AI, rights, and biometrics",POLICY-REF-0170,Employment impacts,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,"AI, rights, and biometrics",POLICY-REF-0178,Equal access,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,"AI, rights, and biometrics",POLICY-REF-0180,Equality law compliance,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,"AI, rights, and biometrics",POLICY-REF-0182,Equity by design,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,"AI, rights, and biometrics",POLICY-REF-0196,Expert systems accountability,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,"AI, rights, and biometrics",POLICY-REF-0204,Fair exposure,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,"AI, rights, and biometrics",POLICY-REF-0217,Fundamental rights impact assessment,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,"AI, rights, and biometrics",POLICY-REF-0240,Human agency,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,"AI, rights, and biometrics",POLICY-REF-0248,Human fallback,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,"AI, rights, and biometrics",POLICY-REF-0252,Human rights by design,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,"AI, rights, and biometrics",POLICY-REF-0253,Human rights due diligence,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,"AI, rights, and biometrics",POLICY-REF-0263,Information integrity,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,"AI, rights, and biometrics",POLICY-REF-0267,Institutional review,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,"AI, rights, and biometrics",POLICY-REF-0269,Integrity of elections,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,"AI, rights, and biometrics",POLICY-REF-0274,International standards,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,"AI, rights, and biometrics",POLICY-REF-0277,Interoperability standards,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,"AI, rights, and biometrics",POLICY-REF-0283,Labour market transition,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,"AI, rights, and biometrics",POLICY-REF-0287,Legal certainty,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,"AI, rights, and biometrics",POLICY-REF-0294,Lifecycle risk management,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,"AI, rights, and biometrics",POLICY-REF-0304,Model monitoring,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,"AI, rights, and biometrics",POLICY-REF-0305,Model risk management,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,"AI, rights, and biometrics",POLICY-REF-0321,Notice and explanation,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,"AI, rights, and biometrics",POLICY-REF-0323,Open data policy,0.0,0,1.0,1,global_policy_benchmark,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,"AI, rights, and biometrics",POLICY-REF-0345,Public accountability,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
